學年度,縣市名稱,鄉鎮市區,學生等級,學校代碼,學校名稱,公/私立,地區屬性,地址,電話,網址,班級數,男學生數,女學生數,原住民學生比率,上學年男畢業生數,上學年女畢業生數
111,[04]新竹縣,關西鎮,國小,044608,縣立錦山國小,公立,偏遠,[306]新竹縣關西鎮金山里107號,(03)5478681,http://www.jses.hcc.edu.tw,6,18,17,11.43,2,5
111,[04]新竹縣,關西鎮,國小,044609,縣立玉山國小,公立,偏遠,[306]新竹縣關西鎮玉山里四鄰25號,(03)5476349,http://www.yses.hcc.edu.tw,6,18,27,0,7,7
111,[04]新竹縣,新埔鎮,國小,044613,縣立清水國小,公立,偏遠,[305]新竹縣新埔鎮清水里143號,(03)5899235,http://www.cies.hcc.edu.tw,6,14,17,0,1,3
111,[04]新竹縣,竹東鎮,國小,044625,縣立陸豐國小,公立,偏遠,[310]新竹縣竹東鎮陸豐里48號,(03)5923697,http://www.lfes.hcc.edu.tw,6,29,34,1.59,4,4
111,[04]新竹縣,竹東鎮,國小,044626,縣立瑞峰國小,公立,偏遠,[310]新竹縣竹東鎮上坪里43號,(03)5949052,http://www.rfes.hcc.edu.tw,6,10,11,47.62,2,0
111,[04]新竹縣,橫山鄉,國小,044646,縣立田寮國小,公立,偏遠,[312]新竹縣橫山鄉田寮村田洋街128號,(03)5934164,http://www.tles.hcc.edu.tw,6,15,20,5.71,2,3
111,[04]新竹縣,寶山鄉,國小,044658,縣立寶山國小,公立,偏遠,[308]新竹縣寶山鄉寶山村寶山路二段130號,(03)5761390,http://www.bses.hcc.edu.tw,6,27,22,4.08,5,4
111,[04]新竹縣,寶山鄉,國小,044659,縣立新城國小,公立,偏遠,[308]新竹縣寶山鄉寶新路二段475號,(03)5762707,http://www.scps.hcc.edu.tw,6,32,33,1.54,7,2
111,[04]新竹縣,北埔鄉,國小,044663,縣立大坪國小,公立,偏遠,[314]新竹縣北埔鄉外坪村一鄰8號,(03)5802264,http://www.dpes.hcc.edu.tw,6,37,33,0,9,3
111,[04]新竹縣,峨眉鄉,國小,044664,縣立峨眉國小,公立,偏遠,[315]新竹縣峨眉鄉峨眉街4號,(03)5800674,http://www.omes.hcc.edu.tw,6,30,29,0,4,5
111,[04]新竹縣,峨眉鄉,國小,044665,縣立富興國小,公立,偏遠,[315]新竹縣峨眉鄉富興村太平街8號,(03)5806353,http://www.fsps.hcc.edu.tw,6,22,26,0,2,2
111,[04]新竹縣,尖石鄉,國小,044666,縣立尖石國小,公立,偏遠,[313]新竹縣尖石鄉嘉樂村六鄰7號,(03)5841563,http://www.gsps.hcc.edu.tw,6,12,14,100,4,3
111,[04]新竹縣,尖石鄉,國小,044667,縣立嘉興國小,公立,偏遠,[313]新竹縣尖石鄉嘉樂村三鄰177號,(03)5841004,http://www.jsps.hcc.edu.tw,6,31,37,100,1,8
111,[04]新竹縣,尖石鄉,國小,044668,縣立新樂國小,公立,特偏,[313]新竹縣尖石鄉新樂村一鄰10號,(03)5841500,http://www.hles.hcc.edu.tw,7,42,60,96.08,7,15
111,[04]新竹縣,尖石鄉,國小,044669,縣立梅花國小,公立,特偏,[313]新竹縣尖石鄉梅花村1鄰25號,(03)5841501,http://www.mhes.hcc.edu.tw,6,19,33,98.08,5,5
111,[04]新竹縣,尖石鄉,國小,044670,縣立錦屏國小,公立,特偏,[313]新竹縣尖石鄉錦屏村十鄰116號,(03)5841633,http://www.gpes.hcc.edu.tw,6,21,19,100,6,2
111,[04]新竹縣,尖石鄉,國小,044671,縣立玉峰國小,公立,極偏,[313]新竹縣尖石鄉玉峰村五鄰59號,(03)5847200,http://www.yfes.hcc.edu.tw,6,18,13,100,1,2
111,[04]新竹縣,尖石鄉,國小,044672,縣立石磊國小,公立,極偏,[313]新竹縣尖石鄉玉峰村十鄰49號,(03)5847001,http://www.sles.hcc.edu.tw,6,14,12,96.15,4,3
111,[04]新竹縣,尖石鄉,國小,044673,縣立秀巒國小,公立,極偏,[313]新竹縣尖石鄉秀巒村四鄰19號,(03)5847500,http://www.slps.hcc.edu.tw,6,21,25,76.09,4,4
111,[04]新竹縣,尖石鄉,國小,044674,縣立新光國小,公立,極偏,[313]新竹縣尖石鄉秀巒村八鄰17號,(03)5847706,http://www.hkps.hcc.edu.tw,3,33,16,97.96,4,3
111,[04]新竹縣,五峰鄉,國小,044675,縣立五峰國小,公立,特偏,[311]新竹縣五峰鄉大隘村六鄰123號,(03)5851007,http://www.wfes.hcc.edu.tw,6,37,35,95.83,6,5
111,[04]新竹縣,五峰鄉,國小,044676,縣立桃山國小,公立,極偏,[311]新竹縣五峰鄉桃山村15鄰243號,(03)5856040,http://www.tses.hcc.edu.tw,6,36,27,98.41,5,3
111,[04]新竹縣,五峰鄉,國小,044677,縣立花園國小,公立,特偏,[311]新竹縣五峰鄉花園村八鄰174號,(03)5851091,http://www.hyes.hcc.edu.tw,6,15,13,92.86,2,2
111,[05]苗栗縣,公館鄉,國小,054614,縣立開礦國小,公立,偏遠,[363]苗栗縣公館鄉開礦村九鄰143號,(037)224559,http://www.kkes.mlc.edu.tw,6,40,32,0,1,7
111,[05]苗栗縣,公館鄉,國小,054615,縣立南河國小,公立,偏遠,[363]苗栗縣公館鄉南河村二鄰21號,(037)226806,http://www.nhps.mlc.edu.tw,6,25,21,0,4,4
111,[05]苗栗縣,銅鑼鄉,國小,054619,縣立新隆國小,公立,偏遠,[366]苗栗縣銅鑼鄉新隆村18號,(037)971102,https://xles.mlc.edu.tw,6,12,11,4.35,3,2
111,[05]苗栗縣,銅鑼鄉,國小,054620,縣立興隆國小,公立,偏遠,[366]苗栗縣銅鑼鄉興隆村117號,(037)982804,https://sles.mlc.edu.tw,6,31,39,5.71,5,1
111,[05]苗栗縣,三義鄉,國小,054625,縣立鯉魚國小,公立,偏遠,[367]苗栗縣三義鄉鯉魚潭村上山下24號,(037)881154,http://www.liyues.mlc.edu.tw,6,26,18,4.55,3,1
111,[05]苗栗縣,苑裡鎮,國小,054631,縣立藍田國小,公立,偏遠,[358]苗栗縣苑裡鎮泰田里3鄰62號,(037)743504,https://lt.mlc.edu.tw,6,52,59,0.9,5,8
111,[05]苗栗縣,苑裡鎮,國小,054633,縣立林森國小,公立,偏遠,[358]苗栗縣苑裡鎮水坡里70號,(037)861084,https://linsenes.mlc.edu.tw,6,24,19,2.33,4,3
111,[05]苗栗縣,苑裡鎮,國小,054634,縣立蕉埔國小,公立,偏遠,[358]苗栗縣苑裡鎮蕉埔里八鄰87之2號,(037)741574,https://jpes.mlc.edu.tw,6,25,23,0,3,4
111,[05]苗栗縣,通霄鎮,國小,054641,縣立南和國小,公立,偏遠,[357]苗栗縣通霄鎮南和里117號,(037)782304,https://nhes.mlc.edu.tw,6,15,13,0,2,2
111,[05]苗栗縣,通霄鎮,國小,054642,縣立坪頂國小,公立,偏遠,[357]苗栗縣通霄鎮坪頂里四鄰50號,(037)782214,https://pdes.mlc.edu.tw,6,14,9,0,2,1
111,[05]苗栗縣,通霄鎮,國小,054643,縣立圳頭國小,公立,偏遠,[357]苗栗縣通霄鎮圳頭里60號,(037)754434,http://www.toes.mlc.edu.tw,6,22,13,0,3,4
111,[05]苗栗縣,通霄鎮,國小,054645,縣立福興武術國(中)小,公立,偏遠,[357]苗栗縣通霄鎮福興里58之2號,(037)782984,https://fushing.mlc.edu.tw,6,47,15,4.84,11,3
111,[05]苗栗縣,南庄鄉,國小,054668,縣立南庄國小,公立,偏遠,[353]苗栗縣南庄鄉東村文化路3號,(037)822007,http://www.nanjuanges.mlc.edu.tw,7,78,57,36.3,7,10
111,[05]苗栗縣,南庄鄉,國小,054669,縣立田美國小,公立,偏遠,[353]苗栗縣南庄鄉田美村九鄰191號,(037)822445,http://www.tmes.mlc.edu.tw,6,18,25,13.95,6,3
111,[05]苗栗縣,南庄鄉,國小,054670,縣立南埔國小,公立,偏遠,[353]苗栗縣南庄鄉南富村134號,(037)822324,http://www.nanpues.mlc.edu.tw,6,31,28,5.08,5,4
111,[05]苗栗縣,南庄鄉,國小,054671,縣立東河國小,公立,特偏,[353]苗栗縣南庄鄉東河村三鄰132號,(037)823423,https://www.donghe.mlc.edu.tw,6,21,22,90.7,7,4
111,[05]苗栗縣,南庄鄉,國小,054672,縣立蓬萊國小,公立,特偏,[353]苗栗縣南庄鄉蓬萊村19鄰118號,(037)823385,http://www.penla.mlc.edu.tw,6,13,17,66.67,1,4
111,[05]苗栗縣,大湖鄉,國小,054693,縣立大南國小,公立,偏遠,[364]苗栗縣大湖鄉大南村7鄰大南勢15號,(037)992813,http://www.dnes.mlc.edu.tw,6,11,10,57.14,5,4
111,[05]苗栗縣,大湖鄉,國小,054694,縣立東興國小,公立,偏遠,[364]苗栗縣大湖鄉東興村下湖37號,(037)992815,http://www.dss.mlc.edu.tw/,6,12,7,0,3,2
111,[05]苗栗縣,大湖鄉,國小,054695,縣立武榮國小,公立,偏遠,[364]苗栗縣大湖鄉義和村淋漓坪77號,(037)992816,https://we.mlc.edu.tw,5,8,3,9.09,0,0
111,[05]苗栗縣,大湖鄉,國小,054696,縣立新開國小,公立,偏遠,[364]苗栗縣大湖鄉新開村25號,(037)951210,https://shinkaies.mlc.edu.tw,6,17,5,0,2,3
111,[05]苗栗縣,大湖鄉,國小,054697,縣立栗林國小,公立,偏遠,[364]苗栗縣大湖鄉栗林村四份61號,(037)951335,https://lilin.mlc.edu.tw,6,14,9,13.04,3,0
111,[05]苗栗縣,獅潭鄉,國小,054698,縣立獅潭國小,公立,偏遠,[354]苗栗縣獅潭鄉新店村129號,(037)931305,https://st.mlc.edu.tw,6,18,26,9.09,1,5
111,[05]苗栗縣,獅潭鄉,國小,054699,縣立豐林國小,公立,偏遠,[354]苗栗縣獅潭鄉新豐村四鄰56號,(037)931664,http://www.fl.mlc.edu.tw,6,20,13,3.03,5,2
111,[05]苗栗縣,獅潭鄉,國小,054700,縣立永興國小,公立,偏遠,[354]苗栗縣獅潭鄉永興村6鄰55-1號,(037)931292,http://www.yungshinges.mlc.edu.tw,6,8,8,43.75,1,2
111,[05]苗栗縣,卓蘭鎮,國小,054702,縣立內灣國小,公立,偏遠,[369]苗栗縣卓蘭鎮內灣里120號,(04)25892094,http://www.nwes.mlc.edu.tw,6,35,25,5,4,2
111,[05]苗栗縣,卓蘭鎮,國小,054703,縣立豐田國小,公立,偏遠,[369]苗栗縣卓蘭鎮豐田里12鄰豐田36號,(04)25892164,http://www.ftes.mlc.edu.tw,6,28,32,0,5,3
111,[05]苗栗縣,卓蘭鎮,國小,054704,縣立坪林國小,公立,偏遠,[369]苗栗縣卓蘭鎮坪林里七鄰坪林86之2號,(04)25921334,https://ples.mlc.edu.tw,6,12,6,0,1,0
111,[05]苗栗縣,卓蘭鎮,國小,054705,縣立雙連國小,公立,偏遠,[369]苗栗縣卓蘭鎮坪林里雙連16-1號,(04)25892794,http://www.2les.mlc.edu.tw/,6,16,10,0,2,2
111,[05]苗栗縣,卓蘭鎮,國小,054706,縣立景山國小,公立,偏遠,[369]苗栗縣卓蘭鎮景山里5鄰88號,(04)25921221,https://gs.mlc.edu.tw,5,15,7,0,3,2
111,[05]苗栗縣,泰安鄉,國小,054707,縣立泰安國(中)小,公立,特偏,[365]苗栗縣泰安鄉大興村32之1號,(037)991224,http://www.taian.mlc.edu.tw,6,4,4,87.5,0,0
111,[05]苗栗縣,泰安鄉,國小,054708,縣立泰興國小,公立,極偏,[365]苗栗縣泰安鄉中興村1鄰2號,(037)992852,http://www.tses.mlc.edu.tw,6,14,17,96.77,4,1
111,[05]苗栗縣,泰安鄉,國小,054709,縣立清安國小,公立,偏遠,[365]苗栗縣泰安鄉清安村六鄰122號,(037)941042,https://ca.mlc.edu.tw,6,5,5,90,1,2
111,[05]苗栗縣,泰安鄉,國小,054711,縣立汶水國小,公立,特偏,[365]苗栗縣泰安鄉錦水村四鄰12號,(037)941037,https://www.ws.mlc.edu.tw/,6,23,12,80,4,4
111,[05]苗栗縣,泰安鄉,國小,054712,縣立象鼻國小,公立,極偏,[365]苗栗縣泰安鄉象鼻村一鄰4號,(037)962270,http://www.cnbe.mlc.edu.tw/,6,23,22,97.78,3,3
111,[05]苗栗縣,泰安鄉,國小,054714,縣立梅園國小,公立,極偏,[365]苗栗縣泰安鄉梅園村二鄰38號,(037)962146,http://www.my.mlc.edu.tw,6,26,22,100,5,3
111,[05]苗栗縣,泰安鄉,國小,054725,縣立士林國小,公立,極偏,[365]苗栗縣泰安鄉士林村5鄰26號,(037)962050,https://shlines.mlc.edu.tw,6,14,16,100,2,1
111,[07]彰化縣,芬園鄉,國小,074617,縣立寶山國小,公立,偏遠,[502]彰化縣芬園鄉圳墘村彰南路二段36號,(049)2525010,http://www.bses.chc.edu.tw/,6,33,32,0,7,7
111,[07]彰化縣,芬園鄉,國小,074618,縣立同安國小,公立,偏遠,[502]彰化縣芬園鄉中崙村大彰路二段400巷36號,(04)8590502,http://www.taes.chc.edu.tw,6,33,20,5.66,3,2
111,[07]彰化縣,芬園鄉,國小,074619,縣立文德國小,公立,偏遠,[502]彰化縣芬園鄉大竹村大彰路一段617號,(04)8590012,http://www.wdes.chc.edu.tw,6,71,54,0,9,6
111,[07]彰化縣,福興鄉,國小,074648,縣立文昌國小,公立,偏遠,[506]彰化縣福興鄉鎮平村鎮平街1號,(04)7702812,http://www.wces.chc.edu.tw,6,51,48,0,7,6
111,[07]彰化縣,福興鄉,國小,074651,縣立永豐國小,公立,偏遠,[506]彰化縣福興鄉番社村80號,(04)7792748,http://www.yfes.chc.edu.tw,6,45,31,0,4,8
111,[07]彰化縣,埔鹽鄉,國小,074668,縣立南港國小,公立,偏遠,[516]彰化縣埔鹽鄉南港村埔菜路29之2號,(04)8850169,http://www.ngps.chc.edu.tw/,6,30,18,0,5,4
111,[07]彰化縣,埔鹽鄉,國小,074670,縣立永樂國小,公立,偏遠,[516]彰化縣埔鹽鄉永樂村永樂路600號,(04)8652263,http://www.yles.chc.edu.tw,6,41,40,0,7,2
111,[07]彰化縣,埔鹽鄉,國小,074672,縣立天盛國小,公立,偏遠,[516]彰化縣埔鹽鄉天盛村番金路68之1號,(04)8650842,http://www.tses.chc.edu.tw,6,40,23,0,7,0
111,[07]彰化縣,埔心鄉,國小,074676,縣立羅厝國小,公立,偏遠,[513]彰化縣埔心鄉羅厝村文昌東路100號,(04)8292861,http://www.rtes.chc.edu.tw,6,25,18,0,4,3
111,[07]彰化縣,員林市,國小,074688,縣立明湖國小,公立,偏遠,[510]彰化縣員林市湖水里湖水路277號,(04)8310743,http://www.mhes.chc.edu.tw,6,30,30,1.67,5,0
111,[07]彰化縣,田中鎮,國小,074700,縣立大安國小,公立,偏遠,[520]彰化縣田中鎮三安里大安路一段200號,(04)8742327,http://www.daes.chc.edu.tw,6,34,15,0,5,3
111,[07]彰化縣,田中鎮,國小,074702,縣立東和國小,公立,偏遠,[520]彰化縣田中鎮復興里山腳路四段188巷109號,(04)8742708,http://www.dhps.chc.edu.tw,6,36,22,0,3,3
111,[07]彰化縣,二水鄉,國小,074710,縣立復興國小,公立,偏遠,[530]彰化縣二水鄉復興村員集路五段472號,(04)8745935,http://www.fsses.chc.edu.tw,6,27,28,0,4,1
111,[07]彰化縣,北斗鎮,國小,074715,縣立大新國小,公立,偏遠,[521]彰化縣北斗鎮大新里大新路556號,(04)8882640,https://www.dsses.chc.edu.tw/,6,26,26,0,5,3
111,[07]彰化縣,埤頭鄉,國小,074723,縣立豐崙國小,公立,偏遠,[523]彰化縣埤頭鄉豐崙村校前路50號,(04)8922136,http://www.fles.chc.edu.tw,6,48,44,1.09,8,6
111,[07]彰化縣,埤頭鄉,國小,074724,縣立芙朝國小,公立,偏遠,[523]彰化縣埤頭鄉芙朝村芙朝路205號,(04)8925057,http://www.fces.chc.edu.tw,6,45,42,0,7,5
111,[07]彰化縣,埤頭鄉,國小,074726,縣立大湖國小,公立,偏遠,[523]彰化縣埤頭鄉大湖村大湖路260號,(04)8922009,https://www.dhes.chc.edu.tw/,6,27,28,0,5,1
111,[07]彰化縣,溪州鄉,國小,074728,縣立僑義國小,公立,偏遠,[524]彰化縣溪州鄉溪厝村中山路二段326號,(04)8892244,http://www.cyes.chc.edu.tw,6,21,13,0,5,3
111,[07]彰化縣,溪州鄉,國小,074729,縣立三條國小,公立,偏遠,[524]彰化縣溪州鄉三條村中央路二段31號,(04)8895080,http://www.steps.chc.edu.tw,6,40,33,2.74,4,9
111,[07]彰化縣,溪州鄉,國小,074730,縣立水尾國小,公立,偏遠,[524]彰化縣溪州鄉水尾村太平路137號,(04)8892442,http://www.swes.chc.edu.tw,6,15,24,0,1,7
111,[07]彰化縣,溪州鄉,國小,074731,縣立潮洋國小,公立,偏遠,[524]彰化縣溪州鄉潮洋村陸軍路一段146號,(04)8803059,http://www.cyps.chc.edu.tw,6,31,32,0,5,4
111,[07]彰化縣,溪州鄉,國小,074732,縣立成功國小,公立,偏遠,[524]彰化縣溪州鄉成功村登山路二段365號,(04)8802225,http://www.cges.chc.edu.tw,7,79,83,0.62,17,19
111,[07]彰化縣,溪州鄉,國小,074733,縣立圳寮國小,公立,偏遠,[524]彰化縣溪州鄉圳寮村下樹巷29號,(04)8802165,http://www.jles.chc.edu.tw,6,35,39,2.7,8,6
111,[07]彰化縣,溪州鄉,國小,074734,縣立大莊國小,公立,偏遠,[524]彰化縣溪州鄉大庄村中橫巷1號,(04)8802438,http://www.djps.chc.edu.tw,6,28,29,0,8,6
111,[07]彰化縣,溪州鄉,國小,074735,縣立南州國小,公立,偏遠,[524]彰化縣溪州鄉溪州村公園路95號,(04)8892224,http://www.njps.chc.edu.tw,6,41,35,1.32,14,5
111,[07]彰化縣,二林鎮,國小,074737,縣立興華國小,公立,偏遠,[526]彰化縣二林鎮東興里竹林路三段393號,(04)8962594,http://www.shes.chc.edu.tw,6,56,51,3.74,7,10
111,[07]彰化縣,二林鎮,國小,074739,縣立育德國小,公立,偏遠,[526]彰化縣二林鎮外竹里中南巷41之1號,(04)8962574,https://www.ydes.chc.edu.tw/,6,36,27,0,3,5
111,[07]彰化縣,二林鎮,國小,074740,縣立香田國小,公立,偏遠,[526]彰化縣二林鎮香田里儒林路10之1號,(04)8960654,http://www.sstes.chc.edu.tw,6,45,20,1.54,7,4
111,[07]彰化縣,二林鎮,國小,074741,縣立廣興國小,公立,偏遠,[526]彰化縣二林鎮廣興里廣興巷2之1號,(04)8962584,http://www.gsps.chc.edu.tw/,6,59,47,0.94,2,10
111,[07]彰化縣,二林鎮,國小,074743,縣立新生國小,公立,偏遠,[526]彰化縣二林鎮趙甲里鎮平巷59號,(04)8964330,http://www.sssps.chc.edu.tw,6,27,35,1.61,3,2
111,[07]彰化縣,二林鎮,國小,074744,縣立中興國小,公立,偏遠,[526]彰化縣二林鎮華菕里光復路73號,(04)8683458,http://www.scses.chc.edu.tw,6,55,51,0.94,12,11
111,[07]彰化縣,二林鎮,國小,074745,縣立原斗國(中)小,公立,偏遠,[526]彰化縣二林鎮原斗里斗苑路一段865號,(04)8902322,http://www.ydps.chc.edu.tw,6,45,48,0,6,13
111,[07]彰化縣,二林鎮,國小,074746,縣立萬合國小,公立,偏遠,[526]彰化縣二林鎮萬合里江山巷1號,(04)8902164,https://www.whes.chc.edu.tw/,6,22,20,0,5,2
111,[07]彰化縣,大城鄉,國小,074747,縣立大城國小,公立,偏遠,[527]彰化縣大城鄉大城村中平路176號,(04)8941135,http://www.dcps.chc.edu.tw,12,129,135,1.52,21,21
111,[07]彰化縣,大城鄉,國小,074749,縣立西港國小,公立,偏遠,[527]彰化縣大城鄉東港村中央路2號,(04)8941029,http://www.sges.chc.edu.tw,6,44,31,1.33,8,4
111,[07]彰化縣,大城鄉,國小,074750,縣立美豐國小,公立,偏遠,[527]彰化縣大城鄉三豐村東盛路1號,(04)8941660,http://www.mfes.chc.edu.tw,6,20,12,0,9,4
111,[07]彰化縣,大城鄉,國小,074752,縣立潭墘國小,公立,偏遠,[527]彰化縣大城鄉潭墘村潭城路1號,(04)8941009,http://www.tcps.chc.edu.tw,6,18,11,0,1,2
111,[07]彰化縣,竹塘鄉,國小,074754,縣立田頭國小,公立,偏遠,[525]彰化縣竹塘鄉田頭村光明路60號,(04)8972189,http://www.ttes.chc.edu.tw,6,35,37,0,8,5
111,[07]彰化縣,竹塘鄉,國小,074755,縣立民靖國小,公立,偏遠,[525]彰化縣竹塘鄉民靖村文昌路152號,(04)8972693,http://tw.school.uschoolnet.com/?id=es00001553,6,24,19,0,2,2
111,[07]彰化縣,竹塘鄉,國小,074756,縣立長安國小,公立,偏遠,[525]彰化縣竹塘鄉長安村東陽路二段123號,(04)8972694,http://www.caes.chc.edu.tw,6,25,10,0,5,2
111,[07]彰化縣,竹塘鄉,國小,074757,縣立土庫國小,公立,偏遠,[525]彰化縣竹塘鄉土庫村東陽路一段362號,(04)8972140,http://www.tkes.chc.edu.tw,6,28,16,4.55,3,4
111,[07]彰化縣,芳苑鄉,國小,074758,縣立芳苑國小,公立,偏遠,[528]彰化縣芳苑鄉芳苑村斗苑路芳苑段230號,(04)8983993,http://www.fyes.chc.edu.tw,6,36,44,1.25,8,11
111,[07]彰化縣,芳苑鄉,國小,074759,縣立後寮國小,公立,偏遠,[528]彰化縣芳苑鄉後寮村芳寮路30號,(04)8983184,http://www.hles.chc.edu.tw,6,40,46,4.65,4,13
111,[07]彰化縣,芳苑鄉,國小,074760,縣立民權華德福實驗國(中)小,公立,偏遠,[528]彰化縣芳苑鄉五俊村新生巷5之1號,(04)8932625,http://www.mces.chc.edu.tw,6,36,31,1.49,4,8
111,[07]彰化縣,芳苑鄉,國小,074761,縣立育華國小,公立,偏遠,[528]彰化縣芳苑鄉永興村太平路300號,(04)8933261,http://www.yhes.chc.edu.tw,6,29,19,8.33,6,6
111,[07]彰化縣,芳苑鄉,國小,074762,縣立草湖國小,公立,偏遠,[528]彰化縣芳苑鄉文津村芳草路66號,(04)8933327,http://www.thes.chc.edu.tw,6,28,19,0,2,10
111,[07]彰化縣,芳苑鄉,國小,074763,縣立建新國小,公立,偏遠,[528]彰化縣芳苑鄉新生村草漢路二段86號,(04)8862328,http://www.jses.chc.edu.tw,6,32,36,0,4,9
111,[07]彰化縣,芳苑鄉,國小,074764,縣立漢寶國小,公立,偏遠,[528]彰化縣芳苑鄉漢寶村草漢路漢寶段541號,(04)8991062,http://www.hbes.chc.edu.tw,8,79,91,1.76,17,16
111,[07]彰化縣,芳苑鄉,國小,074766,縣立新寶國小,公立,偏遠,[528]彰化縣芳苑鄉芳漢路129巷100號,(04)8932885,http://www.sbes.chc.edu.tw,6,29,30,8.47,8,6
111,[07]彰化縣,芳苑鄉,國小,074767,縣立路上國小,公立,偏遠,[528]彰化縣芳苑鄉路上村新上路12號,(04)8982014,http://www.lses.chc.edu.tw,6,20,25,0,3,2
111,[08]南投縣,埔里鎮,國小,084618,縣立史港國小,公立,偏遠,[545]南投縣埔里鎮史港里獅子路9號,(049)2931521,https://skps.ntct.edu.tw/app/home.php,6,27,29,5.36,1,6
111,[08]南投縣,埔里鎮,國小,084621,縣立水尾國小,公立,偏遠,[545]南投縣埔里鎮一新里永豐路92號,(049)2932506,https://sups.ntct.edu.tw/,6,19,19,2.63,1,5
111,[08]南投縣,埔里鎮,國小,084622,縣立桃源國小,公立,偏遠,[545]南投縣埔里鎮桃米里桃米巷68號,(049)2913450,https://twps.ntct.edu.tw/index.php,6,15,9,8.33,3,1
111,[08]南投縣,埔里鎮,國小,084623,縣立麒麟國小,公立,偏遠,[545]南投縣埔里鎮麒麟里武界路7號,(049)2925941,https://klps.ntct.edu.tw/,6,23,35,25.86,5,3
111,[08]南投縣,埔里鎮,國小,084624,縣立太平國小,公立,偏遠,[545]南投縣埔里鎮合成里西安路三段167巷35號,(049)2931385,http://163.22.96.133/school/,6,48,32,6.25,5,5
111,[08]南投縣,埔里鎮,國小,084625,縣立忠孝國小,公立,偏遠,[545]南投縣埔里鎮牛眠里守城路28號,(049)2931582,https://csops.ntct.edu.tw/,6,67,61,2.34,7,4
111,[08]南投縣,草屯鎮,國小,084634,縣立雙冬國小,公立,偏遠,[542]南投縣草屯鎮雙冬里中正路34號,(049)2571362,https://stps.ntct.edu.tw/,6,23,27,0,1,4
111,[08]南投縣,草屯鎮,國小,084638,縣立坪頂國小,公立,偏遠,[542]南投縣草屯鎮坪頂里南坪路40號,(049)2552074,https://ptips.ntct.edu.tw/,6,13,7,0,4,3
111,[08]南投縣,竹山鎮,國小,084645,縣立過溪國小,公立,偏遠,[557]南投縣竹山鎮福興里鯉南路136號,(049)2642573,https://kosps.ntct.edu.tw/,6,15,13,0,1,4
111,[08]南投縣,竹山鎮,國小,084646,縣立大鞍國小,公立,特偏,[557]南投縣竹山鎮大鞍里竹寮巷21號,(049)2841009,http://a37.ntct.edu.tw/bin/home.php,6,15,15,0,1,1
111,[08]南投縣,竹山鎮,國小,084647,縣立瑞竹國小,公立,偏遠,[557]南投縣竹山鎮瑞竹里鯉南里251號,(049)2711024,https://zcps.ntct.edu.tw/,5,10,12,0,1,0
111,[08]南投縣,竹山鎮,國小,084648,縣立秀林國小,公立,偏遠,[557]南投縣竹山鎮頂林路456號,(049)2647285,http://a95.ntct.edu.tw/bin/home.php,6,30,31,0,0,0
111,[08]南投縣,竹山鎮,國小,084650,縣立鯉魚國小,公立,偏遠,[557]南投縣竹山鎮鯉魚里鯉行路92號,(049)2644984,https://liwps.ntct.edu.tw/,6,30,20,0,2,5
111,[08]南投縣,竹山鎮,國小,084651,縣立桶頭國小,公立,偏遠,[557]南投縣竹山鎮鯉南路312之1號,(049)2711034,https://ttps.ntct.edu.tw/,6,14,15,3.45,2,1
111,[08]南投縣,竹山鎮,國小,084652,縣立中州國小,公立,偏遠,[557]南投縣竹山鎮集山路一段955號,(049)2622030,https://cchps.ntct.edu.tw/,6,26,16,2.38,7,4
111,[08]南投縣,名間鄉,國小,084664,縣立弓鞋國小,公立,偏遠,[551]南投縣名間鄉名松路二段580號,(049)2581322,https://khps.ntct.edu.tw/,12,115,117,1.29,23,13
111,[08]南投縣,鹿谷鄉,國小,084668,縣立鹿谷國小,公立,偏遠,[558]南投縣鹿谷鄉鹿谷村中正路2段174號,(049)2752048,https://lkps.ntct.edu.tw/,6,41,46,0,12,7
111,[08]南投縣,鹿谷鄉,國小,084669,縣立秀峰國小,公立,偏遠,[558]南投縣鹿谷鄉秀峰村仁愛路152號,(049)2671953,https://sfps.ntct.edu.tw/,5,7,8,0,2,0
111,[08]南投縣,鹿谷鄉,國小,084670,縣立文昌國小,公立,偏遠,[558]南投縣鹿谷鄉竹林村光復路96號,(049)2676305,https://wces.ntct.edu.tw/,6,44,32,1.32,8,7
111,[08]南投縣,鹿谷鄉,國小,084671,縣立鳳凰國小,公立,特偏,[558]南投縣鹿谷鄉鳳凰村仁義路35之1號,(049)2752214,https://fwps.ntct.edu.tw/,6,33,44,0,1,3
111,[08]南投縣,鹿谷鄉,國小,084672,縣立內湖國小,公立,偏遠,[558]南投縣鹿谷鄉內湖村興產路51號,(049)2752437,https://nwps.ntct.edu.tw/,6,18,28,0,5,2
111,[08]南投縣,鹿谷鄉,國小,084673,縣立初鄉國小,公立,偏遠,[558]南投縣鹿谷鄉初鄉村仁愛路259號,(049)2752513,https://ches.ntct.edu.tw/p/412-1102-2110.php,6,24,23,0,2,0
111,[08]南投縣,鹿谷鄉,國小,084674,縣立瑞田國小,公立,偏遠,[558]南投縣鹿谷鄉瑞田村仁愛路80號,(049)2671284,https://ztps.ntct.edu.tw/,6,10,12,9.09,3,4
111,[08]南投縣,鹿谷鄉,國小,084676,縣立廣興國小,公立,偏遠,[558]南投縣鹿谷鄉廣興村興產路97號,(049)2752014,https://knsps.ntct.edu.tw/,6,51,45,0,7,6
